name,latitude,longitude,zipcode,rating,id
Mr Maid NY,40.7190963,-73.9561158,11249,1,980
Zara Realty,40.7096923,-73.796265,11432,4,981
Liberty Towers,40.71321,-74.03556,7302,4,982
Done & Done Home,40.728103,-73.999626,10012,2,983
Hagstrom Management,40.716925,-73.965813,11249,2,984
Croman Real Estate,40.72576,-73.99667,10012,1,985
Corniche,40.77854,-73.9508199,10128,4,986
Paramount Tower Luxury Apartments - Glenwood,40.74793625,-73.9746933,10016,3,987
Murray Hill Manor,40.74547,-73.97867,10016,4,988
Flatbush Patio,40.659442,-73.961219,11225,4,989
Murray Hill Mews,40.74826,-73.97669,10016,1,990
Realty Depot,40.72489697,-73.84991064,11375,5,991
Avalon Bay Communities,40.74555,-73.9941599,10001,5,992
Alan Louie Group-Citi Habitats,40.7274513,-73.9952545,10012,4,993
Galster Management and East Realty,40.709812,-74.005368,10038,1,994
Liberty Place Property Management,40.769284,-73.982562,10023,3,995
CNYC,40.77574,-73.98026,10023,5,996
Aya,40.746924,-73.988091,10001,3,997
Belisario Cruz Reyn Team - Compass,40.6870936,-73.9804088,11217,4,998
Organize with Faith,40.757929,-73.985506,10032,4,999
Liberty Harbor,40.7162192,-74.0470641,7304,2,1000
